	TSNE_1	TSNE_2
449	0.5598482	-4.1253753
450	-4.0244894	-7.536329
451	1.6710285	7.2785726
452	5.037385	7.284239
453	-0.8747343	-5.0405507
454	1.9739443	6.69582
455	4.643302	6.072499
456	5.500018	7.711839
457	8.056132	4.223107
458	7.4329486	-0.5108585
459	-1.9495515	-3.575502
460	0.20888714	0.7317236
461	-4.3069215	-5.1207933
462	6.816158	1.019592
463	-0.34116828	-3.06316
464	1.4231907	-3.4961865
465	-6.7851996	-4.458044
466	-2.388743	2.7590647
467	-3.7964687	0.36768568
468	-3.2690187	1.3972304
469	-3.738593	0.8192828
470	-7.7149777	-5.008575
471	-3.1968355	-0.7156906
472	-5.1648073	-0.09775444
473	-2.207134	4.413404
474	1.487928	11.285418
475	-13.632765	-1.2769748
476	9.711801	7.3383474
477	-1.5913954	-3.3137627
478	4.288241	1.533541
479	1.0661986	0.79107016
480	-6.61214	2.2578046
481	-1.5876062	-7.9940486
482	-5.2792253	-6.448092
483	5.8966713	-0.5400577
484	5.2651005	0.7343453
485	-1.4952751	-7.479033
486	-1.478672	2.3247292
487	2.3982706	1.0963167
488	1.6754925	-4.908426
489	-1.6277431	-10.24308
490	-4.834039	-2.3096414
491	8.655428	4.693834
492	-3.3369472	4.164908
493	6.297245	9.081327
494	0.284338	-0.75719976
495	-6.7307096	7.5742135
496	-4.2352347	7.330268
497	-0.0046649887	5.6319437
498	2.1254811	-9.394826
499	-0.7509574	-3.3668504
500	5.817348	1.6535572
501	-5.0344014	-6.706498
502	-0.13681631	1.741873
503	-1.9933963	-1.6533954
504	3.1575553	4.746542
505	0.8027992	-1.5673932
506	1.5068364	11.30296
507	-7.8848443	-8.698391
508	6.7577543	5.3055377
509	5.9517264	8.438995
510	8.165329	4.092732
511	-1.9759785	4.857855
512	-2.072659	2.6539326
513	5.07327	-4.773383
514	-1.5817488	4.8113437
515	0.9797411	6.6858397
516	4.8390913	-5.0967484
517	8.219603	-2.5894876
518	2.4318833	2.002752
519	7.9418573	9.515367
520	8.11753	9.598998
521	7.9412856	9.718344
522	6.9471626	-8.421991
523	9.311526	1.5529144
524	3.2395115	1.944777
525	6.701786	9.665306
526	6.0572925	7.7240634
527	0.15089045	-5.8664913
528	2.200993	-7.0071635
529	-3.3114622	-9.555213
530	-9.107935	5.53177
531	-3.5029938	-3.4865146
532	-5.6034946	2.7919075
533	8.243515	5.7435493
534	9.65937	4.368023
535	6.9174204	5.1863055
536	-6.7622814	2.8453593
537	-6.101585	3.3478506
538	10.369386	7.515512
539	9.805453	7.853534
540	10.72874	7.524996
541	-6.9518733	1.2925948
542	9.00296	6.328183
543	6.2588515	-5.8930826
544	4.9080696	-0.37901846
545	-2.1218557	-2.5836756
546	0.8861914	0.5807728
547	8.479556	7.1500998
548	7.7791324	9.995477
549	8.469349	5.9841943
550	8.077007	9.487577
551	7.980212	9.71642
552	7.836042	9.769935
553	6.6761127	9.485605
554	9.281475	-0.23459175
555	8.982202	5.6457663
556	0.062618986	4.5149517
557	-1.3671672	7.4820514
558	-0.43048903	9.667203
559	-0.3025109	9.659619
560	4.880474	-3.0931585
561	-0.114231504	9.212984
562	2.3844893	0.9343002
563	1.0527161	-2.8713033
564	5.9885364	-2.1878192
565	2.4825554	-5.930384
566	-2.078486	-4.3424754
567	-1.9758728	10.379224
568	-7.9558754	-4.4747434
569	1.2040884	-7.225614
570	-0.42474395	9.356112
571	1.8140942	-5.972468
572	0.0316143	8.858191
573	-5.6772017	-4.2047396
574	3.2707424	-3.8645077
575	0.9827503	-8.251207
576	7.489959	-1.4640694
577	-0.5123098	9.1991625
578	1.1949625	-7.2428565
579	-2.5635495	-5.601084
580	-0.12084419	-6.2945385
581	1.1159285	-6.412663
582	-10.264169	-9.195
583	1.850335	3.3082547
584	-0.26862687	9.999499
585	2.1183183	-2.3190615
586	3.9189153	-7.5158544
587	1.6067775	-4.2001987
588	3.3318985	-8.9105015
589	-0.88912296	-4.6309237
590	1.2945482	-6.124599
591	0.98591256	5.3292146
592	-0.80263627	10.16624
593	1.4914389	-5.0710697
594	-1.0269978	-5.6783624
595	-1.1659664	8.849397
596	0.9743909	2.8383408
597	0.042335168	8.593766
598	2.0910745	-6.5392356
599	-0.4076494	9.539583
600	-5.788547	-2.2741485
601	-0.17530254	-2.3777595
602	5.055475	-4.4841104
603	1.6285794	-3.008144
604	2.293049	-6.01035
605	-1.1665562	10.187387
606	2.0455453	-5.1160355
607	0.7806599	-2.5488248
608	7.7989483	-6.521359
609	2.6062071	0.6217938
610	6.656851	-5.286909
611	-0.86534494	9.16839
612	3.210765	-2.3094003
613	-12.649138	-2.9705746
614	-0.4124123	9.036596
615	-1.201425	7.755678
616	2.5604239	-8.479049
617	7.514698	-0.95445365
618	0.67698926	-4.263961
619	1.4485067	-8.546433
620	-8.685731	5.7864084
621	0.5107436	8.319057
622	2.7745788	-5.320655
623	-1.6063577	10.141627
624	-0.2673802	8.177185
625	-3.5807776	-4.6262493
626	-0.2894176	-0.22994162
627	3.2954662	-4.6712933
628	-2.4579577	-5.081078
629	1.0247282	5.2108016
630	2.4985988	-0.15252444
631	3.3286967	-4.5616193
632	-1.5370938	-4.713158
633	2.767153	-1.5476243
634	-8.533601	-5.884939
635	2.9789703	3.8424735
636	1.7089733	1.5482835
637	2.45882	-0.17425112
638	-1.155855	-6.504853
639	3.990612	-0.87329006
640	2.541667	-1.1277926
641	3.2341037	-9.050259
642	0.86346364	-4.710435
643	1.7576244	-8.008221
644	0.63985556	8.8571
645	2.301706	1.3074371
646	-1.0303131	-8.502617
647	-0.7395473	10.441463
648	6.8225627	0.9097548
649	6.9559875	-5.490157
650	5.120073	2.8587644
651	0.4185314	7.5681915
652	-8.348889	-6.1969852
653	0.79313946	-2.5881627
654	-2.1643026	-0.99853534
655	-1.4376874	9.96299
656	6.393017	-6.1071506
657	-2.0384016	-7.6020713
658	-0.8766797	9.080951
659	-6.9785304	-11.245447
660	2.6386604	-4.8028927
661	-1.8084809	-5.746577
662	-1.3961363	8.29378
663	5.075169	2.473544
664	0.28027228	2.6914935
665	6.095127	-4.6272054
666	-3.5928006	-11.502322
667	-0.5486643	9.957489
668	-5.9077487	4.172117
669	-9.072756	5.7062445
670	8.584784	4.21655
671	10.426591	0.46602514
672	-6.2396035	-2.4743207
673	10.024807	-2.2639413
674	-2.9738574	-4.618896
675	8.399016	7.142591
676	7.7664466	11.245874
677	7.3104763	10.006452
678	-7.5301356	-7.2943654
679	0.5991512	-0.30028912
680	3.9376404	3.8967876
681	0.86444217	6.019948
682	2.8952272	-2.74032
683	3.3968291	2.150232
684	7.8558626	5.8213873
685	7.255354	6.203003
686	7.9742837	6.11262
687	7.716292	10.844425
688	6.364975	7.9212394
689	7.853271	5.3710165
690	3.4539857	5.2724667
691	5.065292	4.9537873
692	-1.2785006	-8.027549
693	-8.819828	6.5926476
694	-3.6569655	-6.959972
695	-5.8170533	-7.5551805
696	-1.943327	-2.4009683
697	9.980998	-2.2803342
698	-0.67621905	4.3862906
699	-6.6816382	3.1312294
700	-6.5328183	3.0202305
701	-3.9344685	-2.6639888
702	-2.166464	0.7902091
703	-4.595292	-4.2940874
704	-1.5012072	-2.5809927
705	3.5446036	-5.8620353
706	-0.76845044	-2.3633752
707	2.5142002	0.83848494
708	9.530958	-3.653528
709	4.2237134	-5.1470113
710	-6.3848443	-9.325791
711	9.981129	-3.7158256
712	2.1211069	4.5694723
713	-0.72249144	1.2998271
714	10.4830885	7.5335073
715	8.915072	7.0949903
716	6.388746	9.972084
717	-1.348332	-5.3888197
718	-8.34892	-7.0320473
719	-2.3912084	-5.311302
720	-6.699781	-6.0475307
721	-2.9754498	-5.7381454
722	-2.3324142	-5.8876915
723	-2.27362	-5.383647
724	0.28386015	-2.0439048
725	0.5435355	-0.24954195
726	2.369507	-6.950323
727	2.5289886	1.1873125
728	1.6889498	0.29387662
729	-0.8578658	1.2982647
730	1.8119019	0.5896559
731	-8.250393	-6.366386
732	-4.112705	-6.9327154
733	-7.3071485	-6.449885
734	-6.8327174	-7.0721464
735	10.50991	7.3505836
736	10.681621	8.227184
737	5.642444	9.631538
738	0.51576483	-1.269942
739	-1.209354	-3.4995313
740	1.8153723	4.2006903
741	7.851327	6.2593637
742	5.338767	4.989716
743	3.6330862	-4.9939623
744	-1.6128087	-12.122026
745	-0.19604535	-1.2109281
746	4.212613	4.0691857
747	6.251717	9.438543
748	-8.805171	-7.824464
749	8.078225	9.432178
750	-9.53735	-4.762909
751	6.8920994	-8.26831
752	-9.81218	1.6484327
753	4.1918526	10.808582
754	7.3535094	9.140922
755	-2.1918669	0.86272436
756	-5.9392176	-5.7725754
757	-11.406159	-3.8310754
758	-0.23304221	-3.6380968
759	0.89714855	-9.739315
760	-0.8617888	-3.8650525
761	-5.831561	-3.6044269
762	-10.4797535	0.08902888
763	-13.620398	-1.2920979
764	-2.393155	0.8499446
765	6.9156137	11.075207
766	-2.1154847	-1.1815313
767	1.09167	2.7401865
768	-4.3936076	-8.317857
769	6.286809	9.993981
770	9.555457	-3.2711923
771	1.4953676	-5.2931204
772	-7.4792013	-4.348799
773	-5.1480203	2.1059422
774	10.533379	7.607026
775	3.6306844	6.026682
776	-9.231624	-1.5548443
777	-0.019071277	-5.6654663
778	0.25764948	-5.1869645
779	-3.0091455	5.4798956
780	-4.6964426	-1.3293722
781	-1.7525475	-12.029052
782	-4.232078	-1.3431498
783	6.1199	-4.2472687
784	-7.0647435	-7.8935733
785	-5.2702837	-7.207989
786	-7.0478644	-7.636225
787	1.7417405	4.026648
788	-10.206663	-9.302951
789	1.2167088	8.4702015
790	7.648446	9.213105
791	-10.973543	-6.774559
792	-4.572028	-1.7549226
793	0.4051208	-3.721611
794	-1.8431232	-0.7518749
795	-0.19521089	-1.6151776
796	-8.675182	-5.3334556
797	-0.8155212	0.38802198
798	2.0606382	-1.9883957
799	-2.8091621	5.2462206
800	5.0817695	-2.9738178
801	8.557441	5.9497266
802	-4.8490133	-8.796781
803	9.466959	1.1645387
804	-12.512681	-1.7817227
805	-8.913359	6.028576
806	5.8229256	0.007505565
807	5.8198767	-2.5981748
808	1.0343847	0.27570188
809	2.6123366	3.3346894
810	-3.0563617	-4.9014263
811	8.73119	6.0576262
812	-2.8919423	5.6571
813	-11.284282	-5.5457225
814	-1.6564573	5.0156817
815	-1.8528372	4.720699
816	-7.684589	-5.3295465
817	-2.4305391	4.8708897
818	-2.1403766	4.6592345
819	-9.915186	-3.9768872
820	-5.735956	3.8702319
821	2.2979314	-3.9351995
822	9.870786	0.65468824
823	9.5272255	0.73879373
824	5.7094054	-2.7396116
825	10.789065	0.24595049
826	5.959225	-2.568863
827	8.555032	5.001996
828	2.5647614	-3.6676276
829	-5.3238573	-4.3144474
830	5.657335	-2.676142
831	3.262073	-0.25429925
832	4.2618604	-4.2944007
833	-1.3919907	-1.3716027
834	-4.7056785	-4.1580286
835	-2.633266	-3.4245727
836	-2.8256013	-2.1211174
837	3.9687974	-10.92164
838	-3.4980662	-2.7328331
839	-7.3418245	-3.9279895
840	8.772016	-3.5588546
841	6.756371	-1.8266134
842	5.795365	-0.9250495
843	3.2318456	-1.643841
844	-7.9484854	-6.623023
845	-7.1995106	-6.874757
846	2.9024353	-2.9825678
847	2.2405822	-2.930459
848	-7.228841	-2.0541723
849	4.0291853	-1.4833932
850	-8.368679	-6.2440944
851	-0.34701473	6.7025204
852	-8.005918	-6.1343083
853	1.8461782	-0.5030337
854	4.143584	3.3135772
855	5.74913	0.38335124
856	2.8112042	-2.02339
857	4.9308524	-4.586099
858	-7.2673926	-4.006227
859	-1.9855266	-5.597226
860	-0.6721015	-5.960199
861	5.511666	0.85278314
862	-1.227972	-7.4401402
863	0.7740073	-5.278894
864	3.917995	4.063785
865	-9.042136	-7.516226
866	-4.501205	-3.1382043
867	6.757897	-5.1487703
868	0.82823974	-8.73978
869	-2.8945932	-4.799046
870	-1.1413773	-0.9636941
871	2.3237493	-3.3184764
872	-4.7686734	0.385628
873	0.7264617	-2.6970706
874	-6.3117037	-3.5481787
875	0.71586925	-1.4749302
876	-7.963419	-3.086425
877	4.35583	-0.23835817
878	-1.507833	-7.3145046
879	-2.2914848	-5.2162876
880	-0.8309977	-4.4850183
881	-1.2302692	-6.314979
882	5.7614193	1.0388676
883	-7.966908	-5.1694803
884	-4.166411	-0.40552118
885	-12.92191	-1.7190725
886	-0.81629896	-8.506445
887	-3.372591	-8.627613
888	-6.031292	-5.137758
889	6.5914245	-0.02561181
890	1.184483	-3.895595
891	-6.540761	-5.9380307
892	-5.817364	-4.65321
893	-3.1236706	-3.5311115
894	-6.032995	-7.074877
895	1.0657572	-2.6372218
896	5.3814416	0.770239
897	1.7163593	-9.1697035
898	6.06353	-0.74832225
899	4.0552177	1.8984855
900	-1.723032	-4.4820642
901	5.136434	6.742019
902	6.7286673	9.073199
903	6.258118	-6.9119797
904	-8.451925	-6.4733753
905	3.4587486	5.2833166
906	6.0667634	5.672667
907	6.158259	11.002003
908	6.3460283	10.000733
909	6.162534	9.93364
910	7.7200165	10.612661
911	-1.9612125	-5.0665307
912	7.7513337	9.300202
913	5.5121307	6.5833664
914	9.70734	8.54682
915	10.494521	7.1300373
916	-2.9856148	-3.0661974
917	-2.1639042	-6.5228524
918	1.246917	-0.70714283
919	-5.341373	-1.4843081
920	-0.28970277	-7.444153
921	1.9790504	-6.7077513
922	-1.2667671	-3.9208481
923	-3.0882769	-3.1934626
924	-3.7873678	-1.4264929
925	1.3636069	2.9873343
926	-0.87428105	-7.803167
927	1.7177081	2.8959649
928	4.448666	1.8151381
929	-9.331504	-0.3461582
930	4.6307325	2.1085317
931	0.6398681	-7.507516
932	-10.373965	-4.058832
933	-1.201999	-3.0932705
934	6.443627	-0.17237103
935	-9.23356	-1.2084707
936	-0.6268525	-0.90571874
937	-10.046634	-4.035411
938	0.28012177	-4.929029
939	3.6999226	-8.224526
940	-2.253787	-7.147291
941	-3.229693	-3.2835326
942	10.618433	8.109568
943	5.848111	-2.5091414
944	-6.710172	-5.9359016
945	-3.8372657	-4.1477203
946	-0.735779	0.912864
947	2.5684352	-0.97589153
948	-7.535828	-1.1254432
949	-0.11223013	-8.520616
950	-8.632547	-0.74209446
951	0.43381885	-4.872942
952	1.0579342	-3.737603
953	6.1412315	-4.4813113
954	-9.07944	5.848775
955	-4.2409925	-8.418772
956	5.5844207	-5.1756206
957	4.307758	-0.4726812
958	-2.8225532	-2.510888
959	-3.6840174	-7.3045225
960	1.4197263	-1.6898012
961	7.5849137	3.7543328
962	-0.6322524	-8.397951
963	9.0423565	6.0716424
964	-5.8538013	-1.1830997
965	-6.9930816	-5.176994
966	-9.898957	1.7710516
967	-8.915562	-0.9751896
968	6.8773785	10.385027
969	6.772303	-5.376995
970	8.708135	-3.6326077
971	1.1584598	-2.1413944
972	5.562528	-6.05842
