label	TSNE_1	TSNE_2
CENTRAL_NERVOUS_SYSTEM	-36.521446	-16.294853
LARGE_INTESTINE	66.75765	-33.388416
LUNG	-4.8234344	-21.516098
LARGE_INTESTINE	61.32889	-39.636425
LARGE_INTESTINE	67.222824	-37.778023
LUNG	-5.567623	-19.35395
CENTRAL_NERVOUS_SYSTEM	-34.239876	-27.009127
PANCREAS	0.8727164	-3.444244
LARGE_INTESTINE	70.580185	-38.98715
LARGE_INTESTINE	11.6176405	20.363
LARGE_INTESTINE	54.11468	-39.24233
LARGE_INTESTINE	51.004837	-40.967064
LARGE_INTESTINE	46.96522	-32.545452
LUNG	17.397457	-26.756441
LARGE_INTESTINE	67.73155	-40.072002
FIBROBLAST 	-63.334732	-10.85718
LUNG	4.738247	-18.475264
PANCREAS	22.096464	-9.78269
BREAST	65.98626	10.038317
LARGE_INTESTINE	64.51951	-34.870457
CENTRAL_NERVOUS_SYSTEM	-28.506075	-21.95863
HALT	-28.35718	92.203865
PANCREAS	72.735695	-25.391586
FIBROBLAST 	-68.24792	-12.694751
FIBROBLAST 	-65.91461	-12.112415
HALT	3.4160116	88.093735
STOMACH 	62.09571	-47.427734
HALT	2.220683	106.377655
FIBROBLAST 	-50.411297	-13.278716
CENTRAL_NERVOUS_SYSTEM	-25.199709	-14.488894
FIBROBLAST 	-66.24187	-6.502012
HALT	-45.212387	89.833626
OVARY	-5.525191	-39.382683
OVARY	-8.753441	10.492526
KIDNEY 	-7.139868	21.072117
KIDNEY 	-7.870107	14.094353
KIDNEY 	-5.1391726	21.353281
OVARY	7.0430984	-1.3896962
CENTRAL_NERVOUS_SYSTEM	-20.815437	-18.864408
CENTRAL_NERVOUS_SYSTEM	-31.850239	-19.345686
CENTRAL_NERVOUS_SYSTEM	-33.76323	-29.647581
HALT	-26.845665	47.12084
CENTRAL_NERVOUS_SYSTEM	-30.618341	-24.754055
CENTRAL_NERVOUS_SYSTEM	-19.83598	-19.816395
HALT	1.2607012	103.88662
SKIN	-30.87122	-82.97947
SKIN	-34.134438	-76.36335
BREAST	55.576164	12.375766
BREAST	53.15347	12.827692
KIDNEY 	-10.444605	16.84361
KIDNEY 	-2.057456	-50.026283
KIDNEY 	1.2026125	25.01274
KIDNEY 	-3.387575	15.179226
SKIN	-43.537346	-68.11628
SKIN	-41.61164	-73.90883
SKIN	-42.418102	-69.88168
SKIN	-27.060587	-19.085876
SKIN	-41.956146	-77.45034
SKIN	-39.81675	-72.32292
HALT	-58.045895	81.66191
PANCREAS	34.858486	7.439369
UPPER_AERODIGESTIVE_TRACT	18.668734	21.380941
UPPER_AERODIGESTIVE_TRACT	21.412746	30.853664
UPPER_AERODIGESTIVE_TRACT	-31.701279	-14.864239
CENTRAL_NERVOUS_SYSTEM	-61.6474	-9.836159
CENTRAL_NERVOUS_SYSTEM	-27.010778	-24.318045
BREAST	64.03713	16.224817
BREAST	58.140537	8.895179
