	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	label
166	0.92619944	2.4932594	8.776044	0.08528352	1.8669586	0	2.8736858	0	0	5.723481	2.5520017	0	0	0.29344606	4.5810046	5.7487407	2.4814208	1.8003391	1.564017	0.38955018	1.4894514	2.2881198	0	8.2528	4.3193007	5.1500015	2.962003	0	1.5181339	0.14025044	3.1299021	0	2.7377002	1.9952538	1.0773585	3.7826974	2.4493828	5.3969946	10.092029	0	8.138153	7.544672	0	0.82119083	2.8976893	0	1.484849	2.0914094	0.51237404	3.9082763	2.9214473	0.58574533	10.891967	1.2000878	5.0623813	1.816545	0.36284304	2.5962424	10.107786	0.8491502	8.707504	3.5769587	8.780901	1.6764264	3.41895	1.9981571	6.286524	0.5011088	1.237803	10.611561	7.578235	0	0	0.7533703	2.4731212	0	4.8221345	5.2609935	6.478216	0	5.2014976	11.675546	1.2491055	3.525407	9.89799	0	0	3.5448463	0	3.8776493	9.648337	5.837119	7.8503666	1.2182097	4.3703012	1.7765672	6.257685	0	2.4550343	3.753501	1.6797366	0	1.547524	2.3907344	2.060245	3.184257	3.036769	0	0	1.1358336	1.2354996	1.828536	4.202657	1.6123949	0	0	0	13.367386	5.257428	0	1.4616035	2.728131	2.9681747	5.380458	0	0	2.3252883	2.3623743	4.14872	0	1.3030945	12.997646	6.220887	8.212517	1.4903662	3.2594337	0.19619918	0.93875027	0	5.659685	0.16472816	3.6826115	1.7900043	1.8666768	8.048841	0.76326895	3.0353007	0.84379077	5.7576118	0.9660738	0.6021724	3.7240915	1.8685246	8.713024	0	2.0787868	0.066070676	5.068632	0.97015667	3.5301964	0	2.0274	0	0	2.8434303	2.3775277	3.7869513	1.6859019	4.9360776	0	0.012655318	4.0593433	1.6320934	9.885995	0	0	1.5729468	0	2.8998818	0	0.42542553	8.344025	0.2667365	0	4.757967	0	0	0	11.925342	0.77231807	2.4954984	1.674262	3.6065323	8.153042	0.9495287	3.3612568	0.80448174	1.6666218	2.7828236	3.2234004	7.3390045	0.7434478	3.3027833	0.4984069	0	1.1656024	7.102176	4.840104	0.18343025	0	1.0094527	0	0.3936602	0	4.0504656	0.96058035	1.9820428	0	1.9418392	1.2831109	1.4482857	0.7167227	0.36677128	0.49510098	0.08667159	1.1642475	3.1372955	0	4.559811	2.037107	3.4484649	11.694238	0.7372038	0	0	9.408563	0	0	1.1834971	4.6138167	0.7108743	0	1.9627647	11.578947	0	0	1.7852588	0	5.674899	4.9391613	0	12.627098	0	1.9346462	0	6.1980996	18
167	2.7575216	0	3.1990976	0	1.6774187	1.1321183	1.9506948	1.0662975	0.542452	2.3032265	1.2543457	7.268543	0.18036413	2.2633846	0	2.2233214	0	0	0	0	2.8386045	0	2.8298886	5.5753345	1.3858443	0	0	2.3640616	5.431082	0	0	6.540902	1.2785707	0	0	0	0	4.0273104	1.7278514	1.7054962	1.4358013	3.0925987	4.6299133	0	0	0.16761541	0	0	0	2.0503292	10.886296	0	0	1.0170524	1.3306258	2.7947326	0.3261075	0.4482751	0	0	3.517802	0	6.55215	3.517849	0.9825787	1.2430955	0.45041788	1.113491	0.0914644	10.302763	3.2285802	0.4590013	0	5.1889853	0.07109785	0	1.7973047	5.45846	9.781319	0	3.7861085	4.3714566	2.1420362	0	1.5443314	0	2.8901477	0.16918707	0.988235	11.966673	0	0	3.5701694	3.2409594	7.1694164	0	5.047955	6.4814487	0	1.5451412	0	5.031456	0	0	0	0	3.4728823	0	3.2901285	0	0	7.262234	0	0.77303267	0	0	13.650622	2.3321002	0	9.035427	4.049474	0	9.352897	2.658436	0	0	1.2865597	0.99233365	2.5185208	4.475447	0	0	0	6.6854477	3.264047	0	0.8356392	0.11269736	11.566576	0	2.2294643	0.009992421	0.7060585	0	4.8461504	1.7553046	2.3396819	0	2.936768	0	0.63292503	1.6700135	5.099086	0	1.2013474	4.5143642	0.62117326	3.2274432	1.4401178	0.45481706	5.521133	4.0882573	0	0	0	0	0.9486766	0	0.7072442	1.4851317	0	2.437794	1.3554559	0	3.0985525	0	0	0.07901651	0	6.052535	3.556168	6.0837793	0.24982595	0	5.4478397	0.1220333	0.2523417	0.19716156	0.30973697	0	10.868254	0	1.9625069	0	3.9145865	1.4053186	5.231402	0.046123587	0	8.579463	9.759068	3.0011115	0.89856315	2.0213492	0	0	0.7071638	2.164672	0	1.8275583	0	6.8508797	8.64358	5.9761033	1.1799887	5.1041145	0	0	0	1.2383568	5.079769	0.109158784	0	0	0	0.16523337	5.514886	0.8065258	1.9889376	0	0	2.4708595	0.62968457	0	5.9645534	0.46294415	0	0	0	5.4727054	0	8.464253	2.016634	0	0	0	3.139899	0	0	2.149574	1.9414645	4.979833	0	0	3.3352017	1.019668	4
168	9.525551	5.2869935	4.319886	0.26945138	7.4240937	0	0	1.0175416	0	2.6271038	2.269117	0	0	14.184934	12.4344635	1.7451158	0.5827807	2.029615	3.2827566	0.7029945	0	3.1171627	0.3304522	7.194961	4.887902	8.156153	0	0	4.2528825	2.1696365	6.3377657	0.25481153	0.996469	0.29904795	0	0	0	5.8563437	2.6463647	12.8661175	3.198416	0	19.098818	0	0.12087858	0	0	0	0.327847	1.7440195	12.498312	0	0	2.8010845	0	0.3122263	0	0	2.4258692	3.5730834	3.631816	1.9047034	0	0	13.248116	0.00927484	1.2719123	0	0	2.916625	0	0	2.65706	0	13.489235	1.7817388	3.5780134	5.1463156	0	5.8676643	4.9964275	10.909864	3.679713	1.294652	6.260851	1.5142472	1.2403303	1.9893553	0	0	12.575734	13.540972	0	4.9460716	0	1.6833918	1.6522849	0.40769112	2.2460527	0	0	1.4353042	0	3.0093126	15.076184	0	5.0829067	0	1.1979855	1.9566138	2.4609892	1.4237132	1.2546711	2.7085857	0	0	0	10.9984865	2.9430628	8.259543	6.631114	2.0188048	2.3006985	3.054482	0	0	0	0.53191364	0	4.300335	0.3370813	12.629162	11.536175	0	0.061717838	1.2838194	8.291447	0	0	19.288048	0	0.19808024	7.1400876	0	0	0	5.3434005	0	5.3210244	0	0	0	21.291458	14.575642	0	2.7710116	0	3.6731129	0	5.4478273	0.34623212	0	0.20521855	2.6514132	0	0	0	0	3.6171517	0	0	3.0949538	2.973389	0	0	2.2738714	2.0244694	0	0.7623755	0	6.120969	0	0	0.49429744	8.983559	0	0	0	13.771016	0	0	0.5962231	3.6581042	7.8050895	8.16939	6.8306227	5.49829	0	4.7397194	0	5.8919873	0	0.20695281	5.2826095	3.6709485	0	21.282642	0	0	0	0	2.1720314	4.9941444	1.7575312	0	11.286145	0.011237145	0	1.4736619	0	0.4338472	0.46326712	0	2.0959225	2.8332248	0	0.58787817	0	4.4154406	0	3.9928865	8.032011	0.32876456	0	8.386776	12.992318	0.5521014	0.2901921	0.06934935	7.417203	2.340372	0	7.178408	8.459516	11.533678	0	0	0	0	0	5.161735	3.2412677	0.94704026	0	3.9770327	5.564143	18
169	7.822399	0.8801708	1.4272366	0	1.4636707	3.308557	0	3.8870227	0.031455934	7.700926	1.8159473	6.361243	3.0828671	7.915376	12.620241	0.8030882	4.2877107	0	0	2.5036116	2.6196983	0	5.068014	0	0.2668656	0	0	0	2.135842	1.3999012	0	3.28667	0	1.2446539	0	0	0	2.2017555	7.974538	7.2946806	8.052258	4.1570463	5.573534	0.9860333	0.43039572	0	2.0989914	0	1.8670832	0	6.5360236	0	0	1.9599075	5.7540073	1.7658668	0	0	0	2.4493787	0	0	4.93425	0.5271523	0	0.020158172	1.1029441	0	1.7636137	4.818445	0	3.7041402	3.5836322	2.0568545	8.771723	2.235026	1.7279125	3.93999	8.489215	8.731253	0	4.8416486	2.0201068	0	1.0844274	0.7979939	4.363041	0.20964956	3.0412164	11.844431	11.44495	0.4112363	0	1.4918246	5.3061843	0	8.554778	0.6262865	0.32785642	0.70884824	0	8.864096	1.6420249	0	1.4742787	0	1.988005	0	2.3539395	3.6066642	1.8941011	0	0	1.7400416	0.6364274	1.0518198	12.461037	0	0	10.059171	0	0.124661446	4.880025	3.3117936	6.196951	0	5.5700855	0	0	12.656839	0.82549226	2.749248	4.816233	0	5.0346317	0.9289726	1.1999906	1.3473127	20.939863	9.159084	1.6448326	0	1.2254572	1.2053955	0.69160765	0	0.5991478	0	0	0	0.48608208	0	4.4939775	5.868493	2.4179804	11.128124	3.0300379	0	1.7776127	3.9857767	6.9456315	0	2.3299723	4.1160517	1.0730247	0	3.79358	0	0	2.8471665	0.94113594	2.836851	0	1.4648976	0	0.8670089	1.2168963	1.6335348	0	6.611025	12.059562	0	0	1.0927193	5.008923	1.7305212	4.0172887	2.9286675	7.654664	0.1634103	6.9506693	1.1486373	0	2.4981751	0	1.1356065	0.89526653	12.289718	2.164086	0	7.3156486	4.1043515	0	2.9234605	1.1560965	0.5857966	0.56868124	1.7520447	3.1881938	5.3043857	0	4.581745	3.02376	6.8904295	8.832281	6.7727127	0	2.4965897	0	0	0.61929655	0	0	5.0889196	3.313592	1.7332109	0.9534867	2.7202654	0.04693669	0	1.0872298	1.9259214	0	2.9377418	11.306913	1.5361819	1.6224401	0.5013682	0	3.8889213	0	9.0397625	0	0	7.5465207	1.4171576	0	3.879214	0.91986704	8.680899	4.0515037	0.9368365	0.5685403	0	9.97404	0	11
170	4.3828893	2.330338	0	0	0	0	0	0	0	0.998924	2.559202	0	0.18981242	2.5798116	8.908934	3.422526	1.9692588	4.3835707	1.7521253	3.9539096	5.7428865	3.7847981	0	4.7555227	2.6846175	4.27794	0	0.74043363	3.6450405	0	2.3982022	0	1.2185085	0	0	0	0.37719905	3.3638124	8.124752	14.239748	9.24564	9.79634	14.343704	0	1.0713108	0.26033545	0	0.46876276	1.7003094	0.44998455	0.53884506	2.878951	3.7016134	0	0	3.3269534	0	0	7.0730987	4.145536	3.0349598	3.6851358	0	3.9665048	2.5195875	0	1.1320826	2.9543939	0	4.0141754	7.5356584	2.8161027	1.3537948	0.27681184	4.019951	0.9233074	2.851645	1.1212366	3.7891207	5.691625	4.4089646	3.1345768	0.4893129	4.683171	0	1.3669391	0.93857026	1.2945392	0.7404032	0	17.546524	3.6888974	1.0474843	9.391504	3.4701416	4.341853	3.8005626	0	1.0379022	0	0.86256504	0	0	0	8.182021	0	2.6101122	0	1.2303364	0	1.1946249	0	1.0351243	0	0.003404141	0.3785438	7.0830035	0.002532363	2.468071	7.667513	0	0	1.4750881	10.360813	2.6776688	4.1184897	1.0078007	0	0	1.9265347	0	11.644024	11.072422	0.4020362	2.7080579	3.189546	2.820299	0	1.4061806	11.489759	0	0.040048897	1.1035786	1.7604342	0	0	6.254461	0.5060867	4.00594	0	0	0	8.0950365	14.02708	0	8.479137	0	0.21208072	0	4.1129255	2.5364792	0	0.3406049	3.3564785	0	0	4.784972	0	6.7266393	0	0	7.993888	3.5025377	13.989859	0	1.5745679	1.0749445	0	0	0	9.010129	0	0	0	5.5042543	0	0	0	6.64032	1.8066555	1.9200794	3.9342291	1.5873289	5.2763906	10.104065	6.5108767	6.546777	7.465502	2.62875	0	0	0.5968983	0	3.2974882	0.49116302	0.82945025	1.0899844	6.0620337	0.6485088	0.80296874	0.20782563	0	3.6239223	7.275322	6.3948526	0.6855626	0.36947823	0.28561056	1.8819475	1.841124	0	0	0	1.6371889	0.983835	0	0	0.30488622	2.8135927	1.0425766	5.965186	2.5696259	0	0	1.6497707	10.145577	0.99791956	0	1.6981255	3.4052668	0	3.5626264	8.824852	12.631101	10.03121	0	0	0	3.3984952	4.7114973	0.94925237	0	2.5675545	0.21019137	4.6316814	0.80904585	18
171	0	2.203432	3.579031	0	3.5761714	0	2.721155	0	0.62447655	3.005054	0	0.66282725	0.2614205	3.6485667	0	4.6302814	0.46494532	3.3830538	1.3494596	3.389823	8.21393	1.560849	1.8218133	2.6504064	1.6420538	1.1471169	1.3569825	0	0	0	2.281741	0	3.192816	0.303972	1.0318978	2.5742884	0	0	3.2216969	0.94645697	3.3462272	3.1409194	7.4402637	1.4396889	0	4.060079	0	1.4505386	0	2.2328541	9.8492985	3.0641377	3.0580375	0.6000552	0	1.2071428	1.8613423	2.9996018	1.2741036	0	0	0	4.0351677	0	3.4843252	1.5036033	0.2617468	1.3235335	0	4.091398	3.3839684	0	0.8569081	1.4193853	6.5491858	0	0	2.201112	7.059665	0	1.017598	0	2.0262618	0.96641433	0	0	0	1.0821221	0.45637006	4.9672117	9.265369	6.8201895	3.2552257	5.6496973	0	3.3307629	3.127768	3.4242175	0.17689753	0	0	4.5536804	0.64243615	0.62951136	0	2.3642626	0	0	6.7011547	0.22269583	0.12868124	6.753501	0.40882754	0.6235441	0	1.9736472	6.31688	1.4847691	0	1.4683485	5.008212	1.7272904	0.08095443	1.0205919	1.145605	5.670884	0.22495663	3.554917	2.5591457	4.3444605	2.5962906	0	0.46230507	5.623512	1.9357212	1.5529794	0	2.37946	5.6670337	0	3.153932	1.5766311	4.9095964	2.3255904	7.6237	2.0233402	3.8024244	0.6592002	0	1.5477897	2.4447572	0.7713212	7.833749	3.435296	0	0	0	2.6057422	2.7630162	0.5777025	0.051814675	1.938993	0	0	0.90568733	0	1.4975138	0.48236132	1.4485819	0.04808709	0.24205202	2.7335203	0	5.196887	4.115486	0	0.7629349	1.4182751	0	3.715444	0	2.4220378	0	0	0.7062049	0.60151553	0	0.37974393	2.9642549	0	4.142736	0	0.16182235	2.7072086	3.0347915	1.525383	1.5805182	0	0	1.457067	7.694857	1.9565754	0.38959622	0	1.4520707	2.197509	5.5912676	0	0	0.082434654	1.6443352	3.117159	10.845807	0.13916922	6.045162	0	2.8102953	0	0.7475512	4.133901	4.982435	3.077283	1.4852706	0	2.084733	6.3118944	3.30557	0	0	2.3152835	0	0	4.4625635	2.415112	3.080132	1.3112211	0	0.61258733	0.6678828	0	2.195611	2.6968873	2.7160163	7.931749	4.469351	0	3.8496916	0	0.8318517	1.3413551	0	6.0300093	1.0767046	1.801637	0	4.546959	4
172	0	3.8266015	0.38135624	0	0	1.330927	1.2094557	1.5384743	0.9046385	2.8534932	0.08437753	0.22122836	0.59483445	10.274468	2.5297768	0.572083	3.4404893	3.1848748	2.9242404	2.5507793	8.553871	3.3378887	0.66780055	0	0.5383638	3.9387636	1.6558733	0.029687956	2.4338996	0.9671695	2.0748298	0.31677198	0.6275592	1.5093653	0.1370793	1.0498304	1.5501469	0.095364094	1.7306786	1.1734204	10.009529	0	4.535876	0	0.12007153	0	1.4571611	0.7122508	0.81411934	2.2837162	0.9175627	0	4.7653275	0.07507801	0	0.1779728	0	0.56930006	5.308404	0.48270237	1.2410159	0	3.1649199	0.5640106	17.80737	0.37151396	0	0	0.18340719	0	0.63245577	0	1.9381006	4.2644167	11.236807	1.9595523	0.97778213	0	3.2414517	12.463217	0.000881434	1.3846207	1.1998453	1.3670162	0	1.2905152	0.3084325	0	1.109683	7.548711	12.6848545	15.254139	2.9051633	6.0630107	4.8820477	2.5373094	0.014815331	0.37169695	0.9560121	3.2896638	0	11.985083	0	1.173239	4.2308764	0	0	1.0416455	1.3012153	0.25104356	0.40795803	3.6617403	0	0	1.9895699	1.2586627	9.338824	2.0714862	0	4.722198	4.7300034	0.40986872	0	2.0803192	2.7228107	6.972553	2.8644433	1.7994559	0	4.9792795	0	0	5.6318502	1.3125839	0	1.0318105	1.901048	0.7580538	2.166659	3.7315927	0	0.7545251	10.038377	1.8503716	2.5576622	0	6.120607	1.7021651	1.93296	0.5901901	3.3394308	0	9.815013	6.14356	3.046927	13.627529	0.80526686	0.33006525	0.68356895	3.2093136	1.4095397	2.9023342	0.6130409	1.9329345	0	0	4.3965034	1.8867972	5.7266383	1.0048939	0	1.7561634	0	4.898175	0	2.1431546	1.3345957	1.8668665	0.37705255	0.791155	11.246226	0	0	0.08174533	0.9234979	0	1.5699888	0.66229326	11.152471	0	2.8742847	1.8336358	3.637225	4.357872	1.671916	0	2.7934353	5.8139954	2.4313915	0	12.091059	0.7099712	0	1.6775532	0	1.1510603	6.393837	7.0111084	0.10825026	0	0.92560136	4.1092763	1.8666385	5.508806	6.640135	9.046821	1.0160966	0.21726787	1.2668004	1.5113292	0	0.38940626	1.4468219	0	0.2530284	0	0.31234226	0.0407573	0	1.0409945	0	8.118525	2.9244628	2.5311985	6.926644	4.566985	0.66670823	2.632376	0.6080655	4.935721	1.3521249	1.8804222	0.27880716	8.200367	15.248037	0.6339741	0	1.614205	0	8.253438	0.8994131	0	2.737362	0	3.280292	3.3917313	25
173	1.947202	3.5603323	7.025528	0.8729616	4.0019183	0	3.2815623	0.72345877	1.0456699	4.146457	0.44244385	1.6087472	0	5.5955887	6.6486673	5.0483465	2.2355402	1.6193899	2.1146712	0.02043416	5.189537	0.19891477	0	4.9935637	2.8728828	2.8912654	0.21913505	0	0	0	0.87745047	0.14637494	1.1712894	1.087801	1.5896512	3.367594	0	0	6.308674	0	6.569873	1.3235605	0.42566252	0	0.85326576	0	0.90632606	0	0	0.7815213	11.372261	0	2.3439274	1.3037796	1.775485	1.6008196	0	2.9487653	2.961779	0.16883016	4.3997583	1.8905413	11.526818	0	6.708972	3.5907497	2.6648617	0	1.1597908	5.4546905	0	0	0	2.9446013	6.328322	0	2.2912407	4.7713842	10.451612	1.8959465	0	9.41679	0.99013805	2.3248796	5.1372733	0	0	0.10566616	0.023712873	7.740687	7.3944097	8.0071745	4.0456	0	2.2767344	1.4276955	6.6612606	1.2100452	2.7166371	2.5675406	0	5.9254923	0	1.7855008	4.2433653	1.3997123	2.0521939	3.0417309	1.2107824	1.6936852	1.443763	2.9743407	1.3657796	3.569765	0.9511206	0	2.657133	11.4679575	0.45666456	0	6.3766346	1.9120586	2.799144	0	0	1.3054013	1.0334109	1.3709593	3.7393854	1.9345093	0.54108083	5.304385	3.3920338	6.452437	1.2174724	0.39061758	1.7845867	0	1.665741	4.7605085	0	1.0211957	4.476877	0.9565113	1.2401297	0	4.7235856	0	3.8304167	0	1.879519	0	6.7499266	1.5762042	0.23009098	2.4010508	0	3.5437696	0.851038	2.101258	0	1.5205305	0	0	0.2581904	0	0	2.4658587	6.2928	0.67604697	0	2.6119645	0.97234976	3.1087627	0.4763493	0.051098198	0.7124851	1.655012	1.4975332	1.5640602	0	6.2440104	0	0	3.2526288	0	0	0	7.3804884	0	0	0	1.0530684	3.7973914	1.5854673	1.3585528	0	0	2.9084015	2.094657	4.244157	1.3720608	1.3897645	0	0	0	10.884586	1.0302362	0	1.5373962	0	0	4.0421696	2.5388858	3.307589	1.4487219	0.721743	0	0	0.022705317	1.5904624	0.20541817	0	0	0.8614299	4.123106	7.8198814	0	3.1772814	0.03204155	0	6.9262967	2.4973059	0	2.9671745	3.6411784	0	0.037092865	0	2.127689	0	0.8408369	4.5962744	9.362848	1.5001369	0	1.9559851	0.07357797	3.7156932	4.5841885	0.6059232	9.159603	0	0.115098596	0	4.25194	11
174	1.7172446	0	0.30131447	0.15654421	0	0.57389516	1.0156815	0	0.7225586	7.278931	0	2.6867514	0.16146588	10.841763	0	1.2031822	0.4174987	0	0	0	10.1645	1.3721781	3.1667569	0	0	2.2117465	0	0	0.6751547	0	1.4524105	0	0.15496111	0	0	0.172827	0	0	5.934693	3.4900153	0	0	1.2871819	1.1070979	0	0	0.6677693	0.31370175	0	0.03441477	1.4747698	0.285954	10.371613	0	2.754971	2.162715	0	0	3.0040398	0	0.51120853	0	7.26299	2.0766716	1.1801159	0	0	0	2.693421	0	2.5406792	0.44157708	0.46332693	9.2633705	6.2317476	0	1.6475159	0.98715955	0	2.5241227	2.3904452	0.48545885	1.5157323	0.17434746	6.257658	0	3.0353255	0.17979908	1.007615	5.971714	4.8058815	0.02163887	3.5760994	7.570241	5.1896534	0	0	7.536406	0	6.0645065	0	4.9581256	1.423362	0.28485954	2.4043093	0	0.47552425	1.4062715	0.7808089	1.6255352	0.4049223	12.208542	0	0.15211666	1.2657743	0.6287817	2.9771	3.5709376	1.098282	2.8202305	4.2208347	0	0	3.0643497	0.030126452	4.2501497	4.93503	0.7315612	0	6.8466597	0	7.4804597	8.635296	1.3772411	2.1429782	1.2103055	0.14056921	0	6.9931993	0.09100211	3.821778	0	4.6262975	0.002481937	2.3350444	0.55734587	10.675704	2.0828698	0.47168326	0	0	0	0	10.886437	0.76755977	2.6547143	1.004104	1.3731878	1.9101181	1.3815129	6.6138015	0	1.8683205	1.617321	1.103961	0	6.221019	2.4721658	0	0.23081297	0	3.1016505	0.35073	1.4605689	0.058587838	0.19610912	0	1.3272157	1.525602	0.5493362	7.944027	2.1843822	0.48099625	0	2.1726112	0.7148261	1.601649	0	4.0549297	0.79167604	2.3811867	0	0.62992465	2.305448	0	4.3734145	0	7.9565563	0	4.2485046	9.70052	1.1496075	0	0.7385149	0	0.0809803	1.55969	1.7297883	0.32228595	0.7192445	0	8.298296	0.86507726	9.777924	7.082411	4.786437	0.1483494	0.39458054	0	1.0898085	0	0	0.32257056	0	1.0584681	3.0812197	0	2.5638494	0	0.26466006	1.539012	13.086612	0.3080299	0.5983343	1.1781046	0	0	2.1190944	0.8067682	0	0	3.1939533	6.05797	2.6236706	7.2947936	0.61041844	0.03359139	0.07280195	7.6240435	0	1.4444274	6.2639036	1.9360442	0	4.9743214	0.5232786	14
175	2.1601756	0	3.0657787	0	1.8267279	1.4928156	1.0548372	1.2320352	2.032903	7.0245113	1.6047518	4.2192974	1.1459689	15.2861	0	0	2.7487288	0.102742225	0	2.331667	12.610794	1.8289716	3.7066681	0	0	0	0	1.542567	0.53508043	0.38869095	0.9344833	1.3469696	0	0.12969255	0.058707178	0	0	0	0.94527864	9.23064	2.1314273	0	4.723652	0.2985843	0	0	0.4084047	0	0.9008051	0.89213824	0.7879801	0.24779224	11.64622	0.44064808	5.4783072	3.3778481	0.38162935	0	1.8751831	0	0	0	6.992096	3.4938312	0	0	0	0	4.1037726	0	2.0210962	1.0242342	2.0429847	10.615382	10.425795	1.0906682	3.1877933	2.7983236	3.695898	5.193677	1.4134363	1.0689092	2.0933678	0	4.427079	2.0648172	5.329136	1.1488163	1.5831298	8.375757	5.5169735	0	2.2688208	7.274933	7.4640775	0	0	2.726828	0.57135904	6.7152243	0	7.90366	0.6449344	0.34821343	2.5018125	0	0	0	0.37005776	1.1397573	0.74859774	9.220373	0	0.10770029	1.3813314	1.6275462	5.3203683	1.8603758	0	5.5320883	6.7198014	0	0	1.4380578	4.171383	6.0108485	4.9328904	0.21790314	0	9.356583	0	6.158514	9.171318	1.5350819	2.3871284	1.5217025	1.2300904	0.4211099	5.871283	0	5.398382	0	6.5760775	0	0	0	8.858604	2.3045115	0.36173105	0	0	0	0.68385315	12.577279	0	2.2337956	2.2501047	0	6.330365	2.1834457	9.627556	0	1.6830463	3.670233	0.16520882	0.8211708	8.792547	0.20168781	1.7426078	1.9722357	0	1.8399012	0	0	0	0.23388469	0.73494124	2.1536403	1.7890433	0.44804454	10.289611	1.8284605	1.2791859	0.35174495	0	1.1115932	2.8398356	0.14155138	5.9207897	0.51589936	8.74244	0.07010007	1.2254899	0	0	3.2479508	0	8.165997	0	3.2843876	8.473171	1.8164312	0	0.6814561	0	0	6.9177675	0.2838583	0.16042799	4.6038117	0.09984037	9.407654	2.6433082	12.543589	8.074532	11.831278	0	0	0	2.1795847	0	0	0.060503602	0.473536	2.2365055	0.81126165	0	5.542933	0	0	0.21890736	10.962986	0	2.7685227	3.1000772	0	0.36933804	1.1882377	0.19904768	0	0	1.0307866	6.0123906	3.1198244	5.752243	1.4439905	0.5078783	0.8134091	7.8813715	1.2164493	0.2844541	4.7414675	2.5740585	0	7.9372053	0.89011717	14
176	3.3703852	1.3094189	0.22312629	2.2873259	0	0	0	0	0	1.4953868	0.10321307	4.2059064	0.16127348	2.8943303	12.321568	5.8134403	1.3306577	2.0842934	1.6165922	0	0	2.8933678	0	5.874809	3.5449667	7.9184427	1.9374237	0	9.339811	0	4.1157894	0.1704967	0	0	0	1.9531447	2.702001	5.046542	11.498072	6.897156	2.9853125	3.0946906	10.01363	0.8030075	1.979583	0	0.66891754	2.168651	0.9349489	4.010052	6.4029064	2.227762	0	0	0	3.634388	0	0	6.151537	2.549303	3.0344439	2.59622	0	0.2675876	9.945998	0	0.33001885	1.3488884	0.12808812	0.55451417	5.5232797	1.0879083	0.76763463	0	5.2891264	1.2941403	1.0720102	0	6.6867547	3.2719803	4.772242	0.108184695	0	3.8794997	5.5466933	1.7824795	0	1.1476085	0.51226926	0	12.900478	15.637156	1.2166934	7.380081	3.4627187	3.4323044	3.768165	0	1.6942579	0	0.4519391	0	0.010677218	0.39372337	12.754183	0	1.6765273	6.175969	0	1.1359863	2.161017	0.7392578	2.7455611	0.8489219	0.6496184	1.8588245	0.49131513	2.6777835	5.1267953	1.9325185	2.7431583	2.2484205	5.784479	6.931682	0.018431246	0.910676	0	1.1198435	0.8325484	0	0	11.779457	9.596979	0	0	2.788238	2.5737393	0	6.435959	13.215641	0.5109526	1.5200455	1.097209	0.38701552	0	0.041309834	6.0311413	1.2436755	3.992104	0	0	2.602933	7.435033	3.468155	0	6.6684737	0.37618124	0.10191703	0	3.7470086	0.78294355	0.74622935	1.3723755	1.2088952	0	0.61825144	0.57973766	1.7525821	6.300183	0	0	1.3870251	1.2721589	16.94777	0	1.8881114	0.7661035	0	1.5877763	0	8.520237	0	0	0.3143379	3.2177062	0	0.23018628	0	11.473214	1.878507	5.0750065	3.3793604	4.991364	8.331059	2.4358597	5.5390987	10.094033	6.458288	2.360362	0.5510435	1.1097386	0	0	2.7241879	0	1.7954051	7.2491393	8.771729	0	0	0.6086264	0	3.635424	0	2.2618926	8.449772	0.589901	1.6485723	2.1297379	0.7676939	0	0.70479405	1.3508916	1.651042	0	0	0	0	1.9710118	1.7162341	4.841167	7.4669013	0.1792244	0	0	9.105312	0.41554928	0	2.133627	3.5322347	0.013880968	0	13.593622	6.470663	13.865957	0	0	0	6.635686	0	3.81493	8.25592	1.9046761	2.0916595	0.48694658	1.1224995	18
