	TSNE_1	TSNE_2
444	32.56481	67.43758
445	36.1309	13.17163
446	-42.676632	-37.08591
447	35.79158	73.79746
448	19.311169	50.08966
449	27.065195	1.5433701
450	-68.22625	-44.02747
451	100.46674	-21.595753
452	-88.18304	34.000916
453	12.657858	-22.111523
454	-61.11233	-3.982947
455	6.987147	40.724216
456	-88.87896	25.258322
457	-112.05338	-6.5329967
458	72.302536	28.24762
459	-3.3669462	-28.450518
460	-8.631946	12.096534
461	-26.05132	-49.066074
462	84.70975	-13.019099
463	21.450073	-5.751397
464	32.375042	24.472504
465	-27.468773	-60.158897
466	8.614491	-86.61567
467	-5.426106	-68.16376
468	10.602953	-79.7689
469	-7.243655	-67.436935
470	-35.62448	-59.733578
471	-3.019493	-59.803627
472	13.1553	10.763116
473	15.844998	-108.93769
474	95.17916	-35.071217
475	-44.581425	71.73456
476	-131.41615	5.9779463
477	-3.2350473	-49.43847
478	14.425539	51.716564
479	-8.93372	45.612415
480	-64.71814	3.3859742
481	51.662464	-39.788204
482	-53.279427	-42.287544
483	63.921974	-33.825092
484	67.076195	-25.754211
485	49.593143	-42.777462
486	3.741504	-90.95293
487	5.072711	54.45556
488	29.507586	21.821444
489	-5.9116926	-27.884079
490	-29.330278	-44.545914
491	-110.076256	-7.2108464
492	15.015676	-97.99953
493	-89.84197	48.624355
494	-8.354702	10.610659
495	52.26516	76.49947
496	-17.073378	62.2405
497	76.524574	28.759863
498	25.062614	-34.33736
499	20.001486	-7.88383
500	25.187197	39.438393
501	34.147976	-45.386944
502	-12.562191	43.67021
503	10.641986	-13.070435
504	-37.794212	38.782017
505	-21.90474	14.981241
506	95.36488	-34.57508
507	-50.637413	-44.293415
508	-95.01806	-24.82341
509	-89.84279	39.996353
510	-110.94552	-11.865065
511	20.088346	-114.00196
512	6.3972855	-87.73534
513	74.47499	52.331665
514	22.81657	-111.50403
515	58.39179	15.58709
516	78.32218	54.15801
517	62.20687	14.596276
518	-0.6396542	52.48328
519	-102.880745	54.160786
520	-104.18271	54.495026
521	-104.488014	53.16246
522	77.082	-86.89154
523	115.65073	13.58938
524	10.563544	49.6358
525	-88.551895	58.97383
526	-82.729416	40.3961
527	22.741692	-31.316849
528	47.507122	-10.695143
529	-6.3976808	-22.60417
530	37.600002	84.57
531	-1.2146276	-41.901966
532	-73.81843	-2.8418586
533	-105.78929	-23.396847
534	-120.9087	-2.0899622
535	-94.92859	-23.968899
536	-63.62354	1.3317771
537	-67.82532	-4.954001
538	-139.61308	7.22103
539	-136.88864	9.609763
540	-144.1605	7.3340626
541	-128.40617	6.2912717
542	-116.477684	-22.731985
543	72.19226	45.09819
544	67.48354	-14.852116
545	26.633245	-4.7940745
546	-9.51672	18.19951
547	-103.45806	-32.72171
548	-105.63661	51.23052
549	-106.96139	-23.69117
550	-108.30773	59.457973
551	-106.80185	59.07184
552	-105.63799	57.53882
553	-88.74821	49.248634
554	123.807076	19.41356
555	-111.72754	-18.106619
556	72.407585	23.39493
557	82.97565	-64.71952
558	116.98079	-28.305565
559	117.41314	-25.47338
560	78.722404	-66.45111
561	114.14025	-30.468458
562	4.8060236	60.1588
563	24.708494	9.874573
564	81.47858	-76.92392
565	37.249508	-20.42586
566	-10.668695	-5.1265473
567	126.28914	-31.21205
568	-28.523052	-49.61557
569	2.9689066	-18.215872
570	115.58397	-29.926064
571	22.778461	-17.658115
572	109.34372	-26.38061
573	-23.367207	-50.658825
574	49.178936	37.25685
575	29.306372	-26.42684
576	74.08602	32.992672
577	113.637856	-27.793707
578	36.04507	-22.852673
579	-9.317235	-18.687876
580	22.012508	-25.488317
581	21.53829	-10.734293
582	-24.473852	14.954629
583	-44.87674	14.903459
584	117.127686	-31.416096
585	63.06155	44.246532
586	8.747732	-81.87037
587	42.77113	-12.173053
588	22.282791	-57.43557
589	9.19356	-24.176281
590	27.480112	-18.719315
591	57.987335	20.981873
592	119.81495	-37.31966
593	28.710682	21.645811
594	17.327505	-39.292454
595	122.1057	-26.783968
596	-12.49667	52.070667
597	109.08524	-24.528118
598	42.694263	-35.314747
599	116.168144	-30.338295
600	-29.393038	-43.131683
601	20.061922	12.119152
602	73.279854	51.664787
603	16.50742	0.68942755
604	36.92629	-20.957087
605	122.44811	-35.000862
606	30.828754	-14.437442
607	26.596813	10.16087
608	77.05949	-65.9856
609	5.64138	62.05214
610	72.9618	40.142826
611	115.46554	-38.07736
612	16.634102	30.283653
613	-4.160115	17.686094
614	110.39857	-26.508406
615	84.22685	-64.547264
616	30.78318	-22.791199
617	73.44924	31.860073
618	21.953821	-14.611866
619	30.011024	-24.84229
620	38.259384	76.279686
621	106.577576	-20.585045
622	17.45372	13.390644
623	124.97358	-33.545303
624	114.979095	-16.84764
625	7.930995	-43.762012
626	-11.916628	20.755816
627	54.157322	40.927
628	-3.2649536	-10.10152
629	58.56513	21.56612
630	22.213114	37.27928
631	58.749016	43.921917
632	11.572532	-21.824255
633	16.833511	29.174465
634	-49.146416	-59.46675
635	-37.258408	36.363773
636	4.0562935	50.136875
637	41.775795	51.784946
638	31.257736	2.1659029
639	23.601793	38.509842
640	20.31352	37.23121
641	22.1425	-56.994137
642	4.345839	-18.395416
643	45.606144	-11.482066
644	102.20176	-20.524643
645	6.620401	51.29728
646	49.95491	-29.150246
647	119.83383	-33.55892
648	84.2804	-13.208537
649	71.4921	39.374054
650	105.050995	-16.315638
651	113.96134	-16.569841
652	-55.52313	-56.030495
653	23.843775	9.854708
654	36.98068	-7.096372
655	123.947235	-32.538956
656	74.33068	38.818756
657	46.025726	-46.163433
658	114.02105	-33.64688
659	-48.288956	47.630493
660	24.66438	12.250931
661	29.233889	-40.83772
662	113.7923	-38.70634
663	103.75822	-16.00258
664	-15.492773	58.297405
665	64.94556	43.444134
666	-13.732113	-28.679071
667	118.61418	-38.186005
668	-62.514664	7.7473087
669	38.101257	84.21894
670	-113.19682	-9.077089
671	117.099655	20.554674
672	-9.256311	97.266754
673	69.990814	4.279972
674	-14.215711	-13.281295
675	-105.736496	-30.563107
676	-106.25563	47.057728
677	-105.22682	49.84438
678	-55.708923	-45.352707
679	-12.675559	10.340485
680	-37.444675	42.61798
681	55.92183	20.729664
682	45.72133	51.344803
683	11.078032	47.893787
684	-103.99007	-23.353378
685	-99.91952	-26.384684
686	-101.72994	-23.366156
687	-104.82683	48.401276
688	-86.597374	41.622936
689	-114.74733	-20.093287
690	-39.626434	35.88235
691	-60.511482	6.9434724
692	53.815968	-38.415413
693	43.578648	79.39872
694	11.775853	23.659517
695	-55.71981	-41.356354
696	-22.774689	-35.205906
697	70.23363	4.6208754
698	74.17981	26.514753
699	-63.38484	-2.4748688
700	-64.011246	-2.1720786
701	-5.4666095	-38.824707
702	57.509007	0.86090744
703	-0.40540317	-31.569593
704	14.035354	8.261207
705	70.99259	-49.539997
706	9.591991	-1.219795
707	6.3838396	59.22667
708	69.61639	14.000043
709	56.32819	39.16253
710	-13.541703	-62.248768
711	70.50325	15.791835
712	-51.245316	28.564697
713	38.949314	15.131393
714	-141.56288	6.9494905
715	-128.99533	5.5596457
716	-84.6108	57.016
717	5.7943735	-18.79302
718	-54.371506	-58.006763
719	-8.518012	-1.4376885
720	-51.510273	-40.535336
721	-12.555134	-13.527673
722	-9.913828	-0.7676677
723	-2.9029033	-11.357187
724	-1.6587574	27.593578
725	-11.813862	10.455838
726	48.116436	-10.390659
727	5.1779943	55.245903
728	19.184845	24.828846
729	38.531036	14.799349
730	19.787582	24.027777
731	-54.900333	-56.380386
732	11.357887	23.015736
733	-63.426983	-58.30569
734	-63.45188	-59.934166
735	-141.5042	5.6784773
736	-138.0842	12.879979
737	-84.95296	52.488953
738	-5.686807	18.013248
739	16.991144	-7.2770896
740	-48.617714	29.19038
741	-100.17843	-25.018593
742	-59.609516	7.164901
743	54.76259	40.454094
744	-27.193106	-90.03957
745	-6.6711226	9.857962
746	73.16282	-20.23389
747	-85.58194	53.755386
748	-44.457676	-48.298824
749	-103.14077	58.934483
750	-63.411182	-63.13972
751	76.58252	-85.55352
752	8.875683	99.97038
753	-97.013374	22.511072
754	-99.72537	55.409187
755	58.527367	3.0891466
756	-51.690723	-35.045834
757	-43.762592	30.636358
758	21.92469	-7.9084153
759	23.915352	-39.93484
760	27.225815	-17.190434
761	-29.047604	-52.74402
762	-29.013563	113.68015
763	-44.276432	71.33261
764	57.86782	3.7410312
765	-81.92793	60.729362
766	37.216816	-6.3920617
767	-13.067136	53.92838
768	-46.082596	-34.60896
769	-83.96104	56.610603
770	68.47974	15.924975
771	-2.0686057	2.4991367
772	-32.457745	-62.153893
773	-77.152954	-5.549592
774	-142.54144	7.9835973
775	-69.03375	58.591473
776	-27.45636	105.63348
777	19.901873	-24.983232
778	3.3519053	9.664997
779	13.450404	-109.22916
780	-30.55007	-29.17375
781	-27.846449	-89.00689
782	-27.8742	-33.527744
783	65.73742	42.510487
784	-72.08916	-59.39814
785	-66.64113	-44.934517
786	-71.53189	-59.26825
787	-47.159294	29.47299
788	-25.009373	13.777121
789	102.05465	-18.18328
790	-104.65168	60.763798
791	-128.4338	4.029747
792	-26.129837	-34.98284
793	-5.6676645	15.050337
794	-14.609843	28.499813
795	-4.248992	25.836056
796	-38.518673	-57.490925
797	34.85888	61.985878
798	43.742607	10.029168
799	21.406929	-102.787796
800	79.082504	-67.57653
801	-111.68903	-20.412695
802	-22.164158	-50.31881
803	116.90217	14.626557
804	-38.056274	72.800934
805	38.50928	78.68349
806	55.958458	-37.690598
807	78.0027	-81.90784
808	-7.485094	46.951374
809	-30.730877	32.67553
810	-4.6640663	-11.393013
811	-113.24272	-21.083626
812	22.309711	-101.73239
813	-3.4979572	-95.0184
814	17.997675	-115.218544
815	19.543892	-113.886696
816	-44.59085	-61.788055
817	24.283312	-107.61097
818	22.87276	-109.563965
819	-40.23395	28.421413
820	-66.77431	-5.689925
821	38.80284	29.029871
822	121.0642	17.672438
823	120.557175	15.569583
824	78.243034	-83.40407
825	116.35111	21.877935
826	80.9885	-78.81951
827	-111.745544	-13.536352
828	40.291813	29.54696
829	-27.501156	-53.120018
830	81.993935	-82.8173
831	17.753124	66.29841
832	30.874083	13.621732
833	-17.383831	39.67842
834	-12.934376	-46.320946
835	-12.42451	-41.916
836	-14.3686905	-42.468723
837	-14.070096	11.2330265
838	-13.389678	-42.990234
839	-32.581085	-62.948776
840	75.39756	14.628006
841	71.674385	-46.660038
842	59.864746	-33.042175
843	13.897233	27.102253
844	-59.329613	-56.229996
845	-62.380272	-50.47339
846	-29.098957	-32.55119
847	35.043724	25.567408
848	-31.99302	-27.290379
849	-4.6642594	3.8419282
850	-52.503063	-53.412292
851	107.1806	-29.641718
852	-61.053043	-56.918358
853	4.4400296	-5.1761007
854	-40.14673	42.97458
855	68.03605	-26.302528
856	19.781929	33.888664
857	75.167046	52.964104
858	-30.325813	-63.47853
859	15.85992	-7.936725
860	-5.717769	-0.99579024
861	64.19827	-19.581795
862	45.81487	-39.57047
863	1.4456089	11.52704
864	-36.19256	43.712967
865	-45.874817	-49.167595
866	-4.9795475	-42.846066
867	81.92358	43.332344
868	61.979336	-29.462849
869	-9.984388	-14.140678
870	-13.475572	27.679667
871	31.758696	28.574854
872	-11.2688875	-64.061775
873	19.118807	13.230109
874	-23.327173	89.53595
875	-20.115698	15.010842
876	-35.120087	-68.517845
877	30.354635	55.906124
878	45.12531	-41.289524
879	-8.99488	-15.296108
880	32.396034	-44.62883
881	32.523342	-42.074493
882	63.573063	-21.198973
883	-37.386242	-60.702793
884	-38.68581	27.206703
885	-39.181526	71.86697
886	50.588543	-29.589903
887	23.307001	-25.308054
888	-6.0388923	-43.348255
889	69.87503	-27.860031
890	15.68185	-3.119291
891	-53.636604	-34.606686
892	-27.001339	-50.424488
893	-3.5044382	-41.83677
894	-63.419044	-61.70927
895	16.906437	-0.5805024
896	65.02172	-19.296965
897	23.795782	-33.668663
898	63.435444	-32.60404
899	14.7897415	53.24712
900	-10.246653	-4.4089966
901	-108.110695	5.50893
902	-91.053764	49.437355
903	86.86961	50.995564
904	-53.00859	-54.16784
905	-41.320328	38.72359
906	-108.58804	-1.7450966
907	-71.802124	58.9582
908	-82.29997	57.296463
909	-80.911476	56.488804
910	-107.34123	50.845608
911	6.1035614	-10.194542
912	-101.542175	54.59415
913	-105.85585	4.362305
914	-135.31598	8.883604
915	-141.9118	3.909699
916	-4.322963	-47.58302
917	-8.622557	-17.605793
918	0.40339983	35.803406
919	-31.52019	-27.887049
920	41.53241	-54.191746
921	43.612087	-36.353745
922	5.4135666	-9.530113
923	-0.9021356	-38.77143
924	-25.317139	-34.990658
925	-43.145004	16.045988
926	45.61109	-38.73466
927	-43.98286	15.5374155
928	16.200443	51.394066
929	-23.442028	110.59541
930	68.06724	-19.108866
931	28.356022	-27.616358
932	-42.4518	30.16762
933	-2.055347	21.429104
934	70.72585	-28.433126
935	-33.44628	106.602005
936	-12.986294	26.485983
937	-40.789318	28.812551
938	29.789742	3.0031757
939	24.16681	-10.381463
940	46.94841	-46.35647
941	3.049682	-45.132496
942	-144.21225	10.61248
943	81.157616	-80.60788
944	-54.859493	-33.976433
945	6.6329985	-44.103466
946	17.908329	26.559647
947	12.650258	25.159805
948	-8.879769	107.228645
949	47.67989	-27.016928
950	-13.681944	109.371475
951	29.359148	3.6264646
952	19.606817	-1.4676719
953	81.69723	50.08244
954	40.3961	83.95796
955	-44.131275	-37.288063
956	80.62104	51.85831
957	31.735151	55.829037
958	-2.747206	-46.690636
959	-37.496944	-15.000009
960	34.60152	12.654122
961	-109.33211	-12.109065
962	48.958	-28.240309
963	-114.592476	-23.83625
964	2.9570513	99.59221
965	-32.35036	-54.450855
966	10.134329	99.549255
967	-17.761642	112.183334
968	-86.49436	65.14066
969	73.45717	40.620705
970	74.95878	13.750931
971	-1.3468579	25.21766
972	83.46757	44.79962
973	11.068928	101.457565
974	72.84316	47.693363
975	79.57402	53.57856
976	70.88485	28.291979
977	-17.640682	-54.958977
978	-45.978752	-48.57352
979	-12.946609	-44.852497
980	-15.07731	-41.060886
981	-8.909084	42.5438
982	-3.1588948	95.473564
983	-24.65771	94.89756
984	-28.354847	-64.307915
985	-92.97496	18.417456
986	33.92524	26.61005
987	-33.62107	-66.984436
988	-24.365294	-58.59118
989	-110.81891	-20.647442
990	18.32979	-112.58975
991	15.140101	-109.23873
992	49.90959	80.04177
993	49.17527	82.52498
994	-64.9423	-54.316196
995	2.9846923	8.920031
996	-3.7089987	52.08465
997	22.373886	33.714714
998	18.086342	65.93843
999	94.51829	-36.41432
1000	-7.8206177	-22.96265
1001	-13.169536	-30.18313
1002	-12.77263	-32.24137
1003	16.4257	-91.94585
1004	15.562789	-97.69572
1005	16.670652	-104.09303
1006	-16.370619	-13.699016
1007	7.499185	-95.15603
1008	12.084496	-82.67179
1009	-72.26208	58.085243
1010	-10.979852	-14.173018
1011	-65.54795	-58.01043
1012	-8.149795	17.520216
1013	-7.9499855	16.223776
1014	-30.822859	-53.77623
1015	-13.007119	111.0049
1016	-7.848838	-67.219795
1017	-16.604355	61.00295
1018	45.01013	80.318726
