id	R2_test	R2_val	epoch
0.0	0.7591983454553793	0.8365361291629184	136.0
1.0	0.836811565808239	0.8646004812253779	124.0
2.0	0.8501654665691585	0.8628447956443677	122.0
3.0	0.8301312653777733	0.8179851195146775	134.0
4.0	0.8021758908315211	0.8360824937639912	128.0
5.0	0.8229275511550209	0.8595792782821321	66.0
6.0	0.8839771464433053	0.8556008457857248	116.0
7.0	0.7727466877715591	0.846778420176827	124.0
8.0	0.8078067195480925	0.8705869824972948	130.0
