id	R2_test	RMSE_test	R2_val	RMSE_val	epoch
0.0	0.8416073241563758	1.0621012789570408	0.8696611041779756	0.972885965186287	34.0
1.0	0.7390844298852237	1.235113287209239	0.8068294214335697	1.1920804058538732	42.0
2.0	0.8080440141858704	1.0910035105786169	0.8320350676045426	1.0665527710174956	38.0
3.0	0.7630373407186246	1.2409355562087432	0.8862345351969574	1.0072330764060866	62.0
4.0	0.8591579375837858	1.0955712404355522	0.7935742347499042	1.099987323661995	36.0
5.0	0.7150585756735857	1.1913096104434742	0.8545616677620057	1.0705545460317545	68.0
6.0	0.8120265370582088	1.08461967482677	0.8080083138333549	1.1231933547470143	36.0
7.0	0.8745182729444964	0.9995032531169374	0.8343213018685267	0.954749537421	46.0
8.0	0.8097845278558958	1.1208138965837164	0.8597659191546418	1.0473768659004097	30.0
9.0	0.8288555536102512	1.0624305870442128	0.8369121830280017	1.0007441898062404	58.0
10.0	0.8416843602061391	1.055181312594253	0.8226933499745648	1.0219914678715494	48.0
11.0	0.7770279259766619	1.1817402484980493	0.865623726962675	0.9966654625180568	34.0
12.0	0.8521916993541016	1.0956769677472662	0.8503740406236944	1.1143474797680712	52.0
13.0	0.7255034965623948	1.3019663102865104	0.8371151187313646	1.0636443489723464	36.0
14.0	0.8035884554154265	1.125542125511481	0.8010472282663076	1.145107813747818	50.0
15.0	0.7968897995690472	1.173411232500903	0.8147745071956114	1.0725464941545442	32.0
16.0	0.7396841134658771	1.2365558742236151	0.8582973695870045	1.0069942805619472	44.0
17.0	0.7448924282202268	1.2353185960215851	0.8322843706515617	1.1563961940896827	62.0
18.0	0.8096949627332379	1.081050146747525	0.8449616041810557	1.0529811965261353	34.0
19.0	0.8645514256116358	1.0886566935423003	0.8422812602745849	1.1499975690877795	36.0
20.0	0.8066567151290985	1.1396052086476784	0.8134676771521892	1.0499293451673768	40.0
21.0	0.8288971350677694	1.125702325855875	0.8632462057209116	1.0410645544849104	50.0
22.0	0.8136448830711949	1.1446172204752099	0.8407030534649074	1.0706167090882135	52.0
23.0	0.8303407426633805	1.1027543194203813	0.8477583273115078	0.9713474388216192	44.0
24.0	0.8254404009175788	1.148943775890219	0.8440265025447047	1.1438145704208955	52.0
25.0	0.8586778413873933	1.0084526962984366	0.8294619258982334	1.0977546677868448	28.0
26.0	0.8211569820456445	1.0697968445683328	0.8031843742419058	1.1399209100797072	46.0
27.0	0.8273161808895979	1.1931192972105438	0.8192826593204435	1.1679457655830687	24.0
28.0	0.7847992208072853	1.192053645731754	0.855785740621613	1.0828024754224206	40.0
29.0	0.7828396332992624	1.144891374277404	0.8797531233255584	1.006425959713718	64.0
30.0	0.7737622187536513	1.308890063180775	0.8303484248017492	1.0033632720519043	62.0
31.0	0.7736293084526346	1.1030882606983126	0.8502890680749065	1.0326151871612208	44.0
32.0	0.7596562819950142	1.2930414280062659	0.8390559189185534	0.964483530909604	38.0
33.0	0.8274746089557536	1.0912660345224618	0.8339894866466595	1.1818021764735869	40.0
34.0	0.8477457988568377	1.1113360266651555	0.8570668981945784	0.9670517000516414	26.0
35.0	0.7794999036990247	1.1373282930238662	0.8347042902482413	1.1192513614363535	38.0
36.0	0.7642795830370172	1.0993985372211834	0.8381229218536619	1.1346017900451093	48.0
37.0	0.8103540770867941	1.1009342545218324	0.8729897670774163	0.9449475289911722	62.0
38.0	0.8215687423085191	1.2798824979152112	0.8211177670555588	1.133322476382668	28.0
39.0	0.8259168104183927	1.1539061960610129	0.8646717759930266	0.9439625944481512	34.0
40.0	0.8207163742781378	1.1259906106115585	0.8220541055130083	1.1254084038765475	42.0
41.0	0.7587781074531261	1.1368380058343777	0.7849798129485765	1.1061838929912142	40.0
42.0	0.8519868889796837	1.1722120286880122	0.7767984358600911	1.1625906275587363	40.0
43.0	0.9041236028685218	0.8964992975864929	0.7768499597497848	1.1181174827797635	40.0
44.0	0.8072767286075386	1.1335753089567908	0.8272633367555009	1.0780955311010698	36.0
45.0	0.7911930887823756	1.2890581887364552	0.8273735583547892	1.060592058773096	42.0
46.0	0.8915075161031852	0.9923496822222352	0.8550971115801356	0.9734008580254752	40.0
47.0	0.8122085135834766	1.2068235372762983	0.8250716634824269	1.0724967264514058	48.0
48.0	0.7953562847246358	1.1948515421162391	0.8295699810609936	1.1462646680308328	36.0
49.0	0.8512297052737752	1.0684023830155605	0.7475037311058821	1.1965842304733458	42.0
50.0	0.8132242712108207	1.1470760786538012	0.8545018435616283	1.0539936853789358	50.0
51.0	0.8138722725087721	1.1787103019324527	0.7740192471473123	1.2364140362159008	30.0
52.0	0.7912739657844411	1.1610290352039152	0.8246697789129245	1.1197484645417208	46.0
53.0	0.8316197960398432	1.0931087417961565	0.8498689109565758	1.1152657204800325	36.0
54.0	0.8297988801678842	1.1074212316868337	0.8390291238880503	1.1576307818096525	36.0
55.0	0.8586696066573921	1.0629423731016925	0.8286687620126965	1.193520056698228	40.0
56.0	0.7586849776892121	1.1786144224330235	0.8090829416158805	1.1195898278652865	34.0
57.0	0.8209243179155273	1.1212328504480769	0.8144499837951833	1.1628863968203056	38.0
58.0	0.8223164839960949	1.044846379141232	0.8393932834624539	1.048204351201545	40.0
59.0	0.7548325567096953	1.3551189863733728	0.8402828570247399	1.0451990274988912	32.0
60.0	0.8193727611312587	1.1591189696836033	0.8422375227596994	1.0608481519721094	36.0
61.0	0.8174438888282781	1.133024709785998	0.8593735208713011	1.0776603335873176	26.0
62.0	0.7747414450385629	1.2566802761520364	0.8042697558479566	1.1749957490710277	38.0
63.0	0.7918127398936872	1.299766330409541	0.8209339531750208	1.0692033386646975	38.0
64.0	0.8435673863629712	1.0620570301598633	0.8359506897726001	1.0274458338533274	34.0
65.0	0.7883879355220079	1.2011672952069326	0.8701170012661747	1.0230472480201074	34.0
